team1,team2,year,score1,score2,winner,over_or_under,amount,confidence_level
Bills,Ravens,2017,3,17,Ravens,under,30,0.46
Chiefs,Lions,2017,16,20,Lions,under,14,0.69
Chiefs,Ravens,2017,16,22,Ravens,under,12,0.69
Lions,Ravens,2017,22,10,Lions,under,18,0.64
Commanders,Steelers,2018,1,0,Commanders,under,49,0.77
Commanders,Vikings,2018,0,17,Vikings,under,33,0.48
Commanders,Eagles,2018,0,18,Eagles,under,32,0.4
Commanders,Bills,2018,0,12,Bills,under,38,0.66
Commanders,Chiefs,2018,0,1,Chiefs,under,49,0.8
Commanders,Lions,2018,8,19,Lions,under,23,0.31
Commanders,Ravens,2018,6,31,Ravens,under,13,0.58
Texans,Packers,2018,6,2,Texans,under,42,0.69
Texans,Steelers,2018,2,8,Steelers,under,40,0.72
Texans,Vikings,2018,0,10,Vikings,under,40,0.55
Texans,Eagles,2018,2,5,Eagles,under,43,0.6
Texans,Bills,2018,3,12,Bills,under,35,0.52
Texans,Chiefs,2018,3,25,Chiefs,under,22,0.63
Texans,Lions,2018,0,4,Lions,under,46,0.63
Texans,Ravens,2018,0,0,Ravens,under,50,0.67
Packers,Steelers,2018,3,8,Steelers,under,39,0.54
Packers,Vikings,2018,6,0,Packers,under,44,0.56
Packers,Eagles,2018,2,9,Eagles,under,39,0.77
Packers,Bills,2018,4,3,Packers,under,43,0.61
Packers,Chiefs,2018,7,5,Packers,under,38,0.77
Packers,Lions,2018,11,23,Lions,under,16,0.36
Packers,Ravens,2018,0,4,Ravens,under,46,0.59
Steelers,Vikings,2018,4,7,Vikings,under,39,0.79
Steelers,Eagles,2018,8,6,Steelers,under,36,0.72
Steelers,Bills,2018,11,4,Steelers,under,35,0.68
Steelers,Chiefs,2018,4,22,Chiefs,under,24,0.49
Steelers,Lions,2018,4,9,Lions,under,37,0.69
Steelers,Ravens,2018,6,17,Ravens,under,27,0.32
Vikings,Eagles,2018,1,16,Eagles,under,33,0.53
Vikings,Bills,2018,7,5,Vikings,under,38,0.65
Vikings,Chiefs,2018,8,17,Chiefs,under,25,0.74
Vikings,Lions,2018,0,7,Lions,under,43,0.56
Vikings,Ravens,2018,10,7,Vikings,under,33,0.76
Eagles,Bills,2018,12,16,Bills,under,22,0.74
Eagles,Chiefs,2018,14,9,Eagles,under,27,0.76
Eagles,Lions,2018,1,5,Lions,under,44,0.57
Eagles,Ravens,2018,7,5,Eagles,under,38,0.54
Bills,Chiefs,2018,14,3,Bills,under,33,0.33
Bills,Lions,2018,15,3,Bills,under,32,0.69
Bills,Ravens,2018,4,23,Ravens,under,23,0.56
Chiefs,Lions,2018,10,4,Chiefs,under,36,0.63
Chiefs,Ravens,2018,13,17,Ravens,under,20,0.61
Lions,Ravens,2018,6,0,Lions,under,44,0.55
Commanders,Texans,2018,2,7,Texans,under,41,0.63
Commanders,Packers,2018,1,8,Packers,under,41,0.56
Commanders,Steelers,2018,4,4,Steelers,under,42,0.7
Commanders,Vikings,2018,1,5,Vikings,under,44,0.66
Commanders,Eagles,2018,0,0,Eagles,under,50,0.66
Commanders,Bills,2018,2,1,Commanders,under,47,0.51
Commanders,Chiefs,2018,1,22,Chiefs,under,27,0.4
Commanders,Lions,2018,0,6,Lions,under,44,0.79
Commanders,Ravens,2018,0,1,Ravens,under,49,0.56
Texans,Packers,2018,1,10,Packers,under,39,0.57
Texans,Steelers,2018,5,4,Texans,under,41,0.71
Texans,Vikings,2018,0,2,Vikings,under,48,0.63
Texans,Eagles,2018,0,2,Eagles,under,48,0.68
Texans,Bills,2018,2,11,Bills,under,37,0.76
Texans,Chiefs,2018,3,19,Chiefs,under,28,0.45
Texans,Lions,2018,0,4,Lions,under,46,0.51
Texans,Ravens,2018,1,15,Ravens,under,34,0.47
Packers,Steelers,2018,6,9,Steelers,under,35,0.71
Packers,Vikings,2018,7,0,Packers,under,43,0.62
Packers,Eagles,2018,4,9,Eagles,under,37,0.71
Packers,Bills,2018,5,17,Bills,under,28,0.38
Packers,Chiefs,2018,3,11,Chiefs,under,36,0.74
Packers,Lions,2018,11,6,Packers,under,33,0.54
Packers,Ravens,2018,5,3,Packers,under,42,0.74
Steelers,Vikings,2018,9,3,Steelers,under,38,0.52
Steelers,Eagles,2018,14,0,Steelers,under,36,0.42
Steelers,Bills,2018,3,5,Bills,under,42,0.59
Steelers,Chiefs,2018,1,7,Chiefs,under,42,0.68
Steelers,Lions,2018,9,8,Steelers,under,33,0.78
Steelers,Ravens,2018,11,18,Ravens,under,21,0.59
Vikings,Eagles,2018,2,8,Eagles,under,40,0.59
Vikings,Bills,2018,2,8,Bills,under,40,0.66
Vikings,Chiefs,2018,1,14,Chiefs,under,35,0.45
Vikings,Lions,2018,7,18,Lions,under,25,0.58
Vikings,Ravens,2018,0,18,Ravens,under,32,0.38
Eagles,Bills,2018,1,11,Bills,under,38,0.51
Eagles,Chiefs,2018,7,3,Eagles,under,40,0.5
Eagles,Lions,2018,9,23,Lions,under,18,0.67
Eagles,Ravens,2018,0,21,Ravens,under,29,0.42
Bills,Chiefs,2018,5,10,Chiefs,under,35,0.56
Bills,Lions,2018,11,11,Lions,under,28,0.55
Bills,Ravens,2018,3,19,Ravens,under,28,0.5
Chiefs,Lions,2018,1,19,Lions,under,30,0.56
Chiefs,Ravens,2018,5,15,Ravens,under,30,0.31
Lions,Ravens,2018,17,1,Lions,under,32,0.53
Chiefs,Ravens,2018,17,8,Chiefs,under,25,0.57
Chiefs,Lions,2018,12,9,Chiefs,under,29,0.76
Lions,Ravens,2018,31,8,Lions,under,11,0.53
Bills,Ravens,2018,11,10,Bills,under,29,0.73
Bills,Lions,2018,7,28,Lions,under,15,0.48
Bills,Chiefs,2018,21,7,Bills,under,22,0.31
Eagles,Ravens,2018,18,2,Eagles,under,30,0.53
Eagles,Lions,2018,8,20,Lions,under,22,0.61
Eagles,Chiefs,2018,1,0,Eagles,under,49,0.76
Eagles,Bills,2018,3,6,Bills,under,41,0.55
Vikings,Ravens,2018,17,14,Vikings,under,19,0.53
Vikings,Lions,2018,10,0,Vikings,under,40,0.66
Vikings,Chiefs,2018,10,0,Vikings,under,40,0.54
Vikings,Bills,2018,6,0,Vikings,under,44,0.63
Vikings,Eagles,2018,10,0,Vikings,under,40,0.31
Steelers,Ravens,2018,15,25,Ravens,under,10,0.58
Steelers,Lions,2018,11,0,Steelers,under,39,0.39
Steelers,Chiefs,2018,3,3,Chiefs,under,44,0.66
Steelers,Bills,2018,4,20,Bills,under,26,0.48
Steelers,Eagles,2018,11,7,Steelers,under,32,0.63
Steelers,Vikings,2018,10,6,Steelers,under,34,0.75
Packers,Ravens,2018,1,9,Ravens,under,40,0.66
Packers,Lions,2018,6,10,Lions,under,34,0.58
Packers,Chiefs,2018,2,8,Chiefs,under,40,0.73
Packers,Bills,2018,1,8,Bills,under,41,0.72
Packers,Eagles,2018,0,16,Eagles,under,34,0.45
Packers,Vikings,2018,4,5,Vikings,under,41,0.78
Packers,Steelers,2018,3,3,Steelers,under,44,0.78
Texans,Ravens,2018,2,11,Ravens,under,37,0.57
Texans,Lions,2018,9,6,Texans,under,35,0.52
Texans,Chiefs,2018,0,11,Chiefs,under,39,0.63
Texans,Bills,2018,4,16,Bills,under,30,0.47
Texans,Eagles,2018,5,10,Eagles,under,35,0.7
Texans,Vikings,2018,0,13,Vikings,under,37,0.48
Texans,Steelers,2018,7,6,Texans,under,37,0.64
Texans,Packers,2018,0,4,Packers,under,46,0.79
Commanders,Ravens,2018,0,16,Ravens,under,34,0.3
Commanders,Lions,2018,1,11,Lions,under,38,0.66
Commanders,Chiefs,2018,3,16,Chiefs,under,31,0.32
Commanders,Bills,2018,3,13,Bills,under,34,0.49
Commanders,Eagles,2018,0,11,Eagles,under,39,0.63
Commanders,Vikings,2018,1,7,Vikings,under,42,0.79
Commanders,Steelers,2018,0,6,Steelers,under,44,0.61
Commanders,Packers,2018,3,2,Commanders,under,45,0.61
Commanders,Texans,2018,1,0,Commanders,under,49,0.52
Lions,Ravens,2018,2,13,Ravens,under,35,0.48
Chiefs,Ravens,2018,16,16,Ravens,under,18,0.59
Chiefs,Lions,2018,18,21,Lions,under,11,0.62
Bills,Ravens,2018,17,17,Ravens,under,16,0.62
Bills,Lions,2018,9,24,Lions,under,17,0.31
Bills,Chiefs,2018,1,4,Chiefs,under,45,0.75
Eagles,Ravens,2018,11,4,Eagles,under,35,0.56
Eagles,Lions,2018,13,23,Lions,under,14,0.36
Eagles,Chiefs,2018,4,19,Chiefs,under,27,0.68
Eagles,Bills,2018,13,14,Bills,under,23,0.66
Vikings,Ravens,2018,3,23,Ravens,under,24,0.35
Vikings,Lions,2018,11,7,Vikings,under,32,0.5
Vikings,Chiefs,2018,6,24,Chiefs,under,20,0.67
Vikings,Bills,2018,10,3,Vikings,under,37,0.72
Vikings,Eagles,2018,4,0,Vikings,under,46,0.61
Steelers,Ravens,2018,2,5,Ravens,under,43,0.8
Steelers,Lions,2018,1,0,Steelers,under,49,0.64
Steelers,Chiefs,2018,2,11,Chiefs,under,37,0.6
Steelers,Bills,2018,5,18,Bills,under,27,0.4
Steelers,Eagles,2018,0,14,Eagles,under,36,0.63
Steelers,Vikings,2018,2,12,Vikings,under,36,0.4
Packers,Ravens,2018,0,5,Ravens,under,45,0.73
Packers,Lions,2018,6,3,Packers,under,41,0.79
Packers,Chiefs,2018,7,20,Chiefs,under,23,0.47
Packers,Bills,2018,2,1,Packers,under,47,0.57
Packers,Eagles,2018,0,8,Eagles,under,42,0.75
Packers,Vikings,2018,4,2,Packers,under,44,0.71
Packers,Steelers,2018,2,4,Steelers,under,44,0.79
Texans,Ravens,2018,0,15,Ravens,under,35,0.69
Texans,Lions,2018,8,11,Lions,under,31,0.58
Texans,Chiefs,2018,0,12,Chiefs,under,38,0.51
Texans,Bills,2018,1,10,Bills,under,39,0.79
Texans,Eagles,2018,4,5,Eagles,under,41,0.72
Texans,Vikings,2018,0,2,Vikings,under,48,0.69
Texans,Steelers,2018,3,2,Texans,under,45,0.54
Texans,Packers,2018,3,7,Packers,under,40,0.62
Commanders,Ravens,2018,4,6,Ravens,under,40,0.71
Commanders,Lions,2018,0,19,Lions,under,31,0.61
Commanders,Chiefs,2018,2,14,Chiefs,under,34,0.41
Commanders,Bills,2018,0,8,Bills,under,42,0.67
Commanders,Eagles,2018,0,5,Eagles,under,45,0.75
Commanders,Vikings,2018,2,0,Commanders,under,48,0.68
Commanders,Steelers,2018,0,6,Steelers,under,44,0.72
Commanders,Packers,2018,0,2,Packers,under,48,0.67
Commanders,Texans,2018,0,0,Texans,under,50,0.68
Commanders,Texans,2018,3,2,Commanders,under,45,0.75
Commanders,Packers,2018,2,4,Packers,under,44,0.59
Bills,Ravens,2019,21,25,Ravens,under,4,0.53
Packers,Lions,2019,4,7,Lions,under,39,0.57
Commanders,Chiefs,2019,0,0,Chiefs,under,50,0.53
Packers,Chiefs,2019,2,0,Packers,under,48,0.66
Packers,Bills,2019,1,16,Bills,under,33,0.69
Packers,Eagles,2019,0,3,Eagles,under,47,0.78
Packers,Vikings,2019,6,0,Packers,under,44,0.72
Packers,Steelers,2019,3,10,Steelers,under,37,0.76
Texans,Ravens,2019,0,8,Ravens,under,42,0.52
Texans,Lions,2019,1,6,Lions,under,43,0.52
Texans,Chiefs,2019,6,1,Texans,under,43,0.56
Texans,Bills,2019,7,16,Bills,under,27,0.77
Texans,Eagles,2019,0,9,Eagles,under,41,0.64
Texans,Vikings,2019,1,5,Vikings,under,44,0.66
Texans,Steelers,2019,6,2,Texans,under,42,0.59
Texans,Packers,2019,7,8,Packers,under,35,0.53
Commanders,Ravens,2019,0,5,Ravens,under,45,0.56
Lions,Ravens,2019,18,4,Lions,under,28,0.34
Chiefs,Ravens,2019,11,9,Chiefs,under,30,0.75
Chiefs,Lions,2019,23,5,Chiefs,under,22,0.34
Bills,Ravens,2019,3,23,Ravens,under,24,0.4
Bills,Lions,2019,4,16,Lions,under,30,0.44
Bills,Chiefs,2019,10,4,Bills,under,36,0.63
Lions,Ravens,2019,5,18,Ravens,under,27,0.7
Chiefs,Ravens,2019,4,9,Ravens,under,37,0.66
Chiefs,Lions,2019,12,28,Lions,under,10,0.51
Bills,Ravens,2019,0,23,Ravens,under,27,0.66
Bills,Lions,2019,17,8,Bills,under,25,0.61
Bills,Chiefs,2019,8,1,Bills,under,41,0.56
Eagles,Ravens,2019,11,0,Eagles,under,39,0.61
Eagles,Lions,2019,14,26,Lions,under,10,0.62
Eagles,Chiefs,2019,19,14,Eagles,under,17,0.51
Eagles,Bills,2019,13,20,Bills,under,17,0.71
Vikings,Ravens,2019,17,21,Ravens,under,12,0.65
Vikings,Lions,2019,4,5,Lions,under,41,0.65
Vikings,Chiefs,2019,11,3,Vikings,under,36,0.7
Vikings,Bills,2019,7,9,Bills,under,34,0.76
Commanders,Bills,2019,0,19,Bills,under,31,0.56
Commanders,Eagles,2019,0,10,Eagles,under,40,0.6
Commanders,Vikings,2019,1,2,Vikings,under,47,0.62
Commanders,Steelers,2019,0,1,Steelers,under,49,0.75
Commanders,Packers,2019,0,1,Packers,under,49,0.68
Commanders,Texans,2019,1,3,Texans,under,46,0.54
Lions,Ravens,2019,24,7,Lions,under,19,0.59
Chiefs,Ravens,2019,20,22,Ravens,under,8,0.67
Chiefs,Lions,2019,18,27,Lions,under,5,0.67
Bills,Ravens,2019,22,5,Bills,under,23,0.59
Bills,Lions,2019,4,7,Lions,under,39,0.69
Bills,Chiefs,2019,7,1,Bills,under,42,0.78
Eagles,Ravens,2019,1,11,Ravens,under,38,0.35
Eagles,Lions,2019,9,20,Lions,under,21,0.52
Eagles,Chiefs,2019,16,28,Chiefs,under,6,0.51
Eagles,Bills,2019,2,16,Bills,under,32,0.68
Vikings,Ravens,2019,12,4,Vikings,under,34,0.64
Vikings,Lions,2019,8,7,Vikings,under,35,0.56
Vikings,Chiefs,2019,11,4,Vikings,under,35,0.57
Vikings,Bills,2019,3,4,Bills,under,43,0.6
Vikings,Eagles,2019,3,21,Eagles,under,26,0.68
Steelers,Ravens,2019,6,18,Ravens,under,26,0.64
Steelers,Lions,2019,1,11,Lions,under,38,0.61
Steelers,Chiefs,2019,2,15,Chiefs,under,33,0.32
Steelers,Bills,2019,3,7,Bills,under,40,0.65
Steelers,Eagles,2019,1,4,Eagles,under,45,0.63
Steelers,Vikings,2019,5,0,Steelers,under,45,0.65
Packers,Ravens,2019,5,5,Ravens,under,40,0.56
Packers,Lions,2019,8,24,Lions,under,18,0.65
Packers,Chiefs,2019,4,0,Packers,under,46,0.5
Packers,Bills,2019,3,1,Packers,under,46,0.54
Commanders,Bills,2019,2,3,Bills,under,45,0.54
Commanders,Eagles,2019,0,10,Eagles,under,40,0.62
Commanders,Vikings,2019,0,8,Vikings,under,42,0.67
Commanders,Steelers,2019,0,0,Steelers,under,50,0.77
Commanders,Packers,2019,0,11,Packers,under,39,0.5
Commanders,Texans,2019,2,0,Commanders,under,48,0.52
Eagles,Lions,2019,7,20,Lions,under,23,0.4
Eagles,Chiefs,2019,10,5,Eagles,under,35,0.76
Eagles,Bills,2019,8,1,Eagles,under,41,0.59
Vikings,Ravens,2019,2,25,Ravens,under,23,0.35
Vikings,Lions,2019,19,26,Lions,under,5,0.71
Vikings,Chiefs,2019,6,6,Chiefs,under,38,0.74
Vikings,Bills,2019,4,3,Vikings,under,43,0.71
Vikings,Eagles,2019,9,5,Vikings,under,36,0.77
Steelers,Ravens,2019,5,8,Ravens,under,37,0.72
Steelers,Lions,2019,3,18,Lions,under,29,0.45
Steelers,Chiefs,2019,1,9,Chiefs,under,40,0.68
Steelers,Bills,2019,1,15,Bills,under,34,0.36
Steelers,Eagles,2019,16,10,Steelers,under,24,0.64
Steelers,Vikings,2019,2,2,Vikings,under,46,0.57
Packers,Ravens,2019,2,22,Ravens,under,26,0.31
Packers,Lions,2019,0,28,Lions,under,22,0.31
Packers,Chiefs,2019,4,14,Chiefs,under,32,0.54
Packers,Bills,2019,5,1,Packers,under,44,0.55
Packers,Eagles,2019,2,17,Eagles,under,31,0.5
Packers,Vikings,2019,4,10,Vikings,under,36,0.58
Packers,Steelers,2019,9,3,Packers,under,38,0.69
Texans,Ravens,2019,1,0,Texans,under,49,0.55
Texans,Lions,2019,2,18,Lions,under,30,0.42
Texans,Chiefs,2019,0,19,Chiefs,under,31,0.62
Texans,Bills,2019,4,19,Bills,under,27,0.66
Texans,Eagles,2019,3,11,Eagles,under,36,0.59
Texans,Vikings,2019,1,10,Vikings,under,39,0.73
Texans,Steelers,2019,1,5,Steelers,under,44,0.78
Texans,Packers,2019,1,1,Packers,under,48,0.68
Commanders,Ravens,2019,0,6,Ravens,under,44,0.77
Commanders,Lions,2019,0,0,Lions,under,50,0.57
Commanders,Chiefs,2019,0,0,Chiefs,under,50,0.76
Commanders,Bills,2019,1,8,Bills,under,41,0.57
Commanders,Eagles,2019,1,16,Eagles,under,33,0.63
Commanders,Vikings,2019,1,19,Vikings,under,30,0.52
Commanders,Steelers,2019,1,6,Steelers,under,43,0.67
Commanders,Packers,2019,0,2,Packers,under,48,0.5
Commanders,Texans,2019,1,6,Texans,under,43,0.61
Lions,Ravens,2019,30,16,Lions,under,4,0.67
Chiefs,Ravens,2019,5,7,Ravens,under,38,0.56
Chiefs,Lions,2019,20,18,Chiefs,under,12,0.68
Packers,Ravens,2019,2,15,Ravens,under,33,0.6
Bills,Lions,2019,0,9,Lions,under,41,0.7
Bills,Chiefs,2019,3,11,Chiefs,under,36,0.68
Eagles,Ravens,2019,18,0,Eagles,under,32,0.56
Eagles,Lions,2019,13,13,Lions,under,24,0.51
Eagles,Chiefs,2019,3,19,Chiefs,under,28,0.65
Eagles,Bills,2019,0,13,Bills,under,37,0.63
Vikings,Ravens,2019,4,27,Ravens,under,19,0.47
Vikings,Lions,2019,13,0,Vikings,under,37,0.54
Vikings,Chiefs,2019,11,27,Chiefs,under,12,0.52
Vikings,Bills,2019,8,0,Vikings,under,42,0.54
Vikings,Eagles,2019,6,14,Eagles,under,30,0.64
Steelers,Ravens,2019,3,26,Ravens,under,21,0.7
Steelers,Lions,2019,12,1,Steelers,under,37,0.49
Steelers,Chiefs,2019,6,2,Steelers,under,42,0.57
Steelers,Bills,2019,0,9,Bills,under,41,0.8
Steelers,Eagles,2019,4,3,Steelers,under,43,0.62
Steelers,Vikings,2019,6,5,Steelers,under,39,0.55
Packers,Ravens,2019,2,33,Ravens,under,15,0.54
Packers,Lions,2019,9,4,Packers,under,37,0.71
Packers,Chiefs,2019,0,5,Chiefs,under,45,0.6
Packers,Bills,2019,3,12,Bills,under,35,0.61
Packers,Eagles,2019,0,13,Eagles,under,37,0.68
Packers,Vikings,2019,1,15,Vikings,under,34,0.67
Packers,Steelers,2019,0,10,Steelers,under,40,0.68
Texans,Ravens,2019,1,10,Ravens,under,39,0.51
Texans,Lions,2019,2,7,Lions,under,41,0.67
Texans,Chiefs,2019,0,26,Chiefs,under,24,0.52
Texans,Bills,2019,2,17,Bills,under,31,0.52
Texans,Eagles,2019,0,7,Eagles,under,43,0.53
Texans,Vikings,2019,2,17,Vikings,under,31,0.53
Texans,Steelers,2019,1,4,Steelers,under,45,0.72
Texans,Packers,2019,1,7,Packers,under,42,0.76
Commanders,Ravens,2019,0,22,Ravens,under,28,0.67
Commanders,Lions,2019,1,22,Lions,under,27,0.56
Commanders,Chiefs,2019,2,17,Chiefs,under,31,0.37
Commanders,Bills,2019,3,5,Bills,under,42,0.58
Commanders,Eagles,2019,0,4,Eagles,under,46,0.56
Commanders,Vikings,2019,1,2,Vikings,under,47,0.76
Commanders,Steelers,2019,2,4,Steelers,under,44,0.73
Commanders,Packers,2019,4,8,Packers,under,38,0.58
Commanders,Texans,2019,0,5,Texans,under,45,0.66
Commanders,Lions,2019,1,10,Lions,under,39,0.77
Packers,Eagles,2019,0,5,Eagles,under,45,0.6
Packers,Vikings,2019,2,8,Vikings,under,40,0.69
Packers,Steelers,2019,4,0,Packers,under,46,0.71
Texans,Ravens,2019,1,4,Ravens,under,45,0.78
Texans,Lions,2019,0,16,Lions,under,34,0.35
Texans,Chiefs,2019,2,14,Chiefs,under,34,0.58
Texans,Bills,2019,1,5,Bills,under,44,0.55
Texans,Eagles,2019,0,15,Eagles,under,35,0.62
Texans,Vikings,2019,8,6,Texans,under,36,0.53
Texans,Steelers,2019,1,7,Steelers,under,42,0.56
Texans,Packers,2019,5,3,Texans,under,42,0.74
Commanders,Ravens,2019,1,1,Ravens,under,48,0.66
Commanders,Lions,2019,2,13,Lions,under,35,0.69
Commanders,Chiefs,2019,0,1,Chiefs,under,49,0.64
Vikings,Eagles,2019,10,3,Vikings,under,37,0.74
Steelers,Ravens,2019,6,4,Steelers,under,40,0.79
Steelers,Lions,2019,0,21,Lions,under,29,0.6
Eagles,Ravens,2019,14,17,Ravens,under,19,0.52
Steelers,Chiefs,2019,13,6,Steelers,under,31,0.58
Steelers,Bills,2019,5,11,Bills,under,34,0.7
Steelers,Eagles,2019,0,10,Eagles,under,40,0.63
Steelers,Vikings,2019,12,9,Steelers,under,29,0.66
Texans,Steelers,2020,7,1,Texans,under,42,0.55
Commanders,Texans,2020,2,4,Texans,under,44,0.79
Commanders,Packers,2020,0,3,Packers,under,47,0.75
Commanders,Steelers,2020,0,7,Steelers,under,43,0.7
Commanders,Vikings,2020,2,5,Vikings,under,43,0.77
Commanders,Eagles,2020,2,20,Eagles,under,28,0.39
Commanders,Bills,2020,0,1,Bills,under,49,0.57
Commanders,Chiefs,2020,0,23,Chiefs,under,27,0.62
Commanders,Lions,2020,3,3,Lions,under,44,0.54
Commanders,Ravens,2020,1,25,Ravens,under,24,0.42
Texans,Packers,2020,5,2,Texans,under,43,0.54
Texans,Steelers,2020,1,5,Steelers,under,44,0.76
Texans,Vikings,2020,2,9,Vikings,under,39,0.67
Commanders,Texans,2020,3,3,Texans,under,44,0.74
Commanders,Packers,2020,0,11,Packers,under,39,0.55
Commanders,Steelers,2020,0,7,Steelers,under,43,0.55
Commanders,Vikings,2020,0,13,Vikings,under,37,0.41
Commanders,Eagles,2020,0,1,Eagles,under,49,0.63
Commanders,Bills,2020,0,5,Bills,under,45,0.62
Commanders,Chiefs,2020,0,7,Chiefs,under,43,0.62
Commanders,Lions,2020,7,22,Lions,under,21,0.41
Commanders,Ravens,2020,0,27,Ravens,under,23,0.53
Texans,Packers,2020,1,7,Packers,under,42,0.55
Texans,Steelers,2020,1,1,Steelers,under,48,0.67
Texans,Vikings,2020,3,6,Vikings,under,41,0.69
Texans,Eagles,2020,2,5,Eagles,under,43,0.78
Texans,Bills,2020,2,21,Bills,under,27,0.69
Texans,Chiefs,2020,1,7,Chiefs,under,42,0.74
Texans,Lions,2020,4,21,Lions,under,25,0.43
Texans,Ravens,2020,0,15,Ravens,under,35,0.31
Packers,Steelers,2020,1,5,Steelers,under,44,0.6
Packers,Vikings,2020,0,4,Vikings,under,46,0.8
Packers,Eagles,2020,5,23,Eagles,under,22,0.66
Packers,Bills,2020,1,8,Bills,under,41,0.7
Packers,Chiefs,2020,6,4,Packers,under,40,0.63
Packers,Lions,2020,4,9,Lions,under,37,0.76
Packers,Ravens,2020,2,15,Ravens,under,33,0.59
Steelers,Vikings,2020,8,1,Steelers,under,41,0.75
Steelers,Eagles,2020,2,3,Eagles,under,45,0.76
Steelers,Bills,2020,8,4,Steelers,under,38,0.63
Steelers,Chiefs,2020,1,24,Chiefs,under,25,0.46
Steelers,Lions,2020,5,9,Lions,under,36,0.62
Steelers,Ravens,2020,3,11,Ravens,under,36,0.8
Vikings,Eagles,2020,8,7,Vikings,under,35,0.77
Vikings,Bills,2020,9,10,Bills,under,31,0.52
Vikings,Chiefs,2020,4,4,Chiefs,under,42,0.65
Vikings,Lions,2020,1,9,Lions,under,40,0.6
Vikings,Ravens,2020,1,15,Ravens,under,34,0.46
Eagles,Bills,2020,8,19,Bills,under,23,0.63
Eagles,Chiefs,2020,7,4,Eagles,under,39,0.78
Eagles,Lions,2020,8,0,Eagles,under,42,0.51
Eagles,Ravens,2020,16,21,Ravens,under,13,0.66
Bills,Chiefs,2020,11,20,Chiefs,under,19,0.56
Bills,Lions,2020,24,29,Lions,over,3,0.78
Bills,Ravens,2020,3,18,Ravens,under,29,0.68
Chiefs,Lions,2020,27,24,Chiefs,over,1,0.63
Chiefs,Ravens,2020,6,0,Chiefs,under,44,0.6
Lions,Ravens,2020,18,25,Ravens,under,7,0.69
Commanders,Texans,2020,0,0,Texans,under,50,0.61
Commanders,Packers,2020,5,5,Packers,under,40,0.56
Commanders,Steelers,2020,0,4,Steelers,under,46,0.79
Commanders,Vikings,2020,3,2,Commanders,under,45,0.73
Commanders,Eagles,2020,0,13,Eagles,under,37,0.63
Commanders,Bills,2020,3,1,Commanders,under,46,0.58
Commanders,Chiefs,2020,0,9,Chiefs,under,41,0.59
Commanders,Lions,2020,0,10,Lions,under,40,0.42
Commanders,Ravens,2020,6,25,Ravens,under,19,0.49
Texans,Packers,2020,0,2,Packers,under,48,0.73
Texans,Vikings,2020,2,3,Vikings,under,45,0.8
Texans,Eagles,2020,11,3,Texans,under,36,0.66
Texans,Bills,2020,2,9,Bills,under,39,0.77
Texans,Chiefs,2020,0,11,Chiefs,under,39,0.31
Texans,Lions,2020,0,11,Lions,under,39,0.46
Texans,Ravens,2020,0,22,Ravens,under,28,0.33
Packers,Steelers,2020,4,6,Steelers,under,40,0.72
Packers,Vikings,2020,1,1,Vikings,under,48,0.67
Packers,Eagles,2020,2,5,Eagles,under,43,0.73
Packers,Bills,2020,3,15,Bills,under,32,0.34
Packers,Chiefs,2020,1,12,Chiefs,under,37,0.47
Packers,Lions,2020,3,27,Lions,under,20,0.33
Packers,Ravens,2020,3,18,Ravens,under,29,0.41
Steelers,Vikings,2020,2,12,Vikings,under,36,0.6
Steelers,Eagles,2020,16,2,Steelers,under,32,0.7
Steelers,Bills,2020,3,17,Bills,under,30,0.43
Steelers,Chiefs,2020,5,10,Chiefs,under,35,0.72
Steelers,Lions,2020,0,16,Lions,under,34,0.52
Steelers,Ravens,2020,15,17,Ravens,under,18,0.55
Vikings,Eagles,2020,0,9,Eagles,under,41,0.59
Vikings,Bills,2020,4,11,Bills,under,35,0.57
Vikings,Chiefs,2020,2,26,Chiefs,under,22,0.4
Vikings,Lions,2020,16,0,Vikings,under,34,0.59
Vikings,Ravens,2020,2,4,Ravens,under,44,0.66
Eagles,Bills,2020,8,5,Eagles,under,37,0.52
Eagles,Chiefs,2020,21,22,Chiefs,under,7,0.56
Eagles,Lions,2020,14,22,Lions,under,14,0.64
Eagles,Ravens,2020,21,20,Eagles,under,9,0.58
Bills,Chiefs,2020,13,8,Bills,under,29,0.78
Bills,Lions,2020,23,11,Bills,under,16,0.37
Bills,Ravens,2020,10,6,Bills,under,34,0.51
Chiefs,Lions,2020,2,8,Lions,under,40,0.73
Chiefs,Ravens,2020,0,17,Ravens,under,33,0.69
Lions,Ravens,2020,21,26,Ravens,under,3,0.78
Texans,Eagles,2020,0,16,Eagles,under,34,0.36
Texans,Bills,2020,4,12,Bills,under,34,0.51
Texans,Chiefs,2020,4,24,Chiefs,under,22,0.57
Texans,Lions,2020,4,7,Lions,under,39,0.53
Texans,Ravens,2020,4,12,Ravens,under,34,0.65
Packers,Steelers,2020,2,5,Steelers,under,43,0.77
Packers,Vikings,2020,3,5,Vikings,under,42,0.53
Packers,Eagles,2020,3,5,Eagles,under,42,0.66
Packers,Bills,2020,4,10,Bills,under,36,0.58
Packers,Chiefs,2020,0,16,Chiefs,under,34,0.55
Packers,Lions,2020,10,23,Lions,under,17,0.46
Packers,Ravens,2020,2,30,Ravens,under,18,0.64
Steelers,Vikings,2020,11,9,Steelers,under,30,0.6
