team1,team2,year,over_or_under,amount,confidence_level
Steelers,Eagles,2019,under,40,0.53
Steelers,Vikings,2019,under,29,0.47
Packers,Ravens,2019,under,33,0.41
Packers,Lions,2019,under,39,0.36
Packers,Chiefs,2019,under,48,0.4
Packers,Bills,2019,under,33,0.51
Packers,Eagles,2019,under,47,0.41
Packers,Vikings,2019,under,44,0.56
Packers,Steelers,2019,under,37,0.56
Texans,Ravens,2019,under,42,0.44
Texans,Lions,2019,under,43,0.32
Texans,Chiefs,2019,under,43,0.6
Texans,Bills,2019,under,27,0.47
Texans,Eagles,2019,under,41,0.31
Texans,Vikings,2019,under,44,0.48
Texans,Steelers,2019,under,42,0.49
Texans,Packers,2019,under,35,0.46
Commanders,Ravens,2019,under,45,0.46
Commanders,Lions,2019,under,39,0.34
Commanders,Chiefs,2019,under,50,0.6
Commanders,Bills,2019,under,31,0.34
Commanders,Eagles,2019,under,40,0.36
Commanders,Vikings,2019,under,47,0.49
Commanders,Steelers,2019,under,49,0.4
Commanders,Packers,2019,under,49,0.36
Commanders,Texans,2019,under,46,0.38
Lions,Ravens,2019,under,19,0.54
Chiefs,Ravens,2019,under,8,0.62
Chiefs,Lions,2019,under,5,0.76
Bills,Ravens,2019,under,23,0.35
Bills,Lions,2019,under,39,0.46
Bills,Chiefs,2019,under,42,0.51
Eagles,Ravens,2019,under,38,0.48
Eagles,Lions,2019,under,21,0.32
Eagles,Chiefs,2019,under,6,0.79
Eagles,Bills,2019,under,32,0.38
Vikings,Ravens,2019,under,34,0.52
Vikings,Lions,2019,under,35,0.51
Vikings,Chiefs,2019,under,35,0.57
Vikings,Bills,2019,under,43,0.34
Vikings,Eagles,2019,under,26,0.43
Steelers,Ravens,2019,under,26,0.4
Steelers,Lions,2019,under,38,0.44
Steelers,Chiefs,2019,under,33,0.3
Steelers,Bills,2019,under,40,0.51
Steelers,Eagles,2019,under,45,0.3
Steelers,Vikings,2019,under,45,0.58
Packers,Ravens,2019,under,40,0.47
Packers,Lions,2019,under,18,0.41
Packers,Chiefs,2019,under,46,0.36
Packers,Bills,2019,under,46,0.39
Packers,Eagles,2019,under,45,0.39
Packers,Vikings,2019,under,40,0.55
Packers,Steelers,2019,under,46,0.4
Texans,Ravens,2019,under,45,0.44
Texans,Lions,2019,under,34,0.42
Texans,Chiefs,2019,under,34,0.38
Texans,Bills,2019,under,44,0.35
Texans,Eagles,2019,under,35,0.57
Texans,Vikings,2019,under,36,0.31
Texans,Steelers,2019,under,42,0.49
Texans,Packers,2019,under,42,0.48
Commanders,Ravens,2019,under,48,0.4
Commanders,Lions,2019,under,35,0.49
Commanders,Texans,2019,under,47,0.57
Commanders,Packers,2019,under,48,0.39
Commanders,Steelers,2019,under,45,0.54
Commanders,Vikings,2019,under,37,0.31
Commanders,Eagles,2019,under,48,0.48
Commanders,Bills,2019,under,32,0.41
Commanders,Chiefs,2019,under,23,0.56
Commanders,Lions,2019,under,34,0.56
Commanders,Ravens,2019,under,31,0.39
Texans,Packers,2019,under,39,0.57
Texans,Steelers,2019,under,39,0.31
Texans,Vikings,2019,under,45,0.56
Texans,Eagles,2019,under,29,0.37
Texans,Bills,2019,under,49,0.34
Texans,Chiefs,2019,under,44,0.52
Texans,Lions,2019,under,34,0.52
Texans,Ravens,2019,under,45,0.46
Packers,Steelers,2019,under,43,0.56
Packers,Eagles,2019,under,35,0.43
Packers,Bills,2019,under,34,0.36
Packers,Chiefs,2019,under,22,0.52
Packers,Lions,2019,under,41,0.43
Packers,Ravens,2019,under,43,0.51
Steelers,Vikings,2019,under,27,0.39
Steelers,Eagles,2019,under,36,0.43
Steelers,Bills,2019,under,28,0.56
Steelers,Chiefs,2019,under,46,0.44
Steelers,Lions,2019,under,32,0.38
Steelers,Ravens,2019,under,17,0.34
Vikings,Eagles,2019,under,25,0.38
Vikings,Bills,2019,under,36,0.41
Vikings,Chiefs,2019,under,29,0.55
Vikings,Lions,2019,under,12,0.32
Vikings,Ravens,2019,under,47,0.38
Eagles,Bills,2019,under,50,0.38
Eagles,Chiefs,2019,under,47,0.59
Eagles,Lions,2019,under,38,0.35
Eagles,Ravens,2019,under,17,0.36
Bills,Chiefs,2019,under,25,0.48
Bills,Lions,2019,under,37,0.55
Bills,Ravens,2019,under,35,0.59
Chiefs,Lions,2019,under,24,0.48
Chiefs,Ravens,2019,under,29,0.58
Lions,Ravens,2019,under,9,0.57
Commanders,Chiefs,2019,under,49,0.42
Commanders,Bills,2019,under,45,0.34
Commanders,Eagles,2019,under,40,0.52
Commanders,Vikings,2019,under,42,0.4
Commanders,Steelers,2019,under,50,0.55
Commanders,Packers,2019,under,39,0.37
Commanders,Texans,2019,under,48,0.47
Eagles,Lions,2019,under,23,0.33
Eagles,Chiefs,2019,under,35,0.42
Eagles,Bills,2019,under,41,0.41
Vikings,Ravens,2019,under,23,0.41
Vikings,Lions,2019,under,5,0.51
Vikings,Chiefs,2019,under,38,0.39
Vikings,Bills,2019,under,43,0.52
Vikings,Eagles,2019,under,36,0.46
Steelers,Ravens,2019,under,37,0.49
Steelers,Lions,2019,under,29,0.51
Steelers,Chiefs,2019,under,40,0.57
Steelers,Bills,2019,under,34,0.43
Steelers,Eagles,2019,under,24,0.49
Steelers,Vikings,2019,under,46,0.52
Packers,Ravens,2019,under,26,0.5
Packers,Lions,2019,under,22,0.44
Packers,Chiefs,2019,under,32,0.49
Packers,Bills,2019,under,44,0.35
Packers,Eagles,2019,under,31,0.38
Packers,Vikings,2019,under,36,0.57
Packers,Steelers,2019,under,38,0.4
Texans,Ravens,2019,under,49,0.42
Texans,Lions,2019,under,30,0.36
Texans,Chiefs,2019,under,31,0.59
Texans,Bills,2019,under,27,0.31
Texans,Eagles,2019,under,36,0.4
Texans,Vikings,2019,under,39,0.42
Texans,Steelers,2019,under,44,0.49
Texans,Packers,2019,under,48,0.56
Commanders,Ravens,2019,under,44,0.59
Commanders,Lions,2019,under,50,0.45
Commanders,Chiefs,2019,under,50,0.39
Commanders,Bills,2019,under,41,0.56
Commanders,Eagles,2019,under,33,0.39
Commanders,Vikings,2019,under,30,0.49
Commanders,Steelers,2019,under,43,0.33
Commanders,Packers,2019,under,48,0.4
Commanders,Texans,2019,under,43,0.54
Lions,Ravens,2019,under,4,0.76
Chiefs,Ravens,2019,under,38,0.49
Chiefs,Lions,2019,under,12,0.42
Bills,Ravens,2019,under,4,0.65
Bills,Lions,2019,under,41,0.46
Bills,Chiefs,2019,under,36,0.33
Eagles,Ravens,2019,under,32,0.39
Eagles,Lions,2019,under,24,0.49
Eagles,Chiefs,2019,under,28,0.49
Eagles,Bills,2019,under,37,0.41
Vikings,Ravens,2019,under,19,0.45
Vikings,Lions,2019,under,37,0.36
Vikings,Chiefs,2019,under,12,0.41
Vikings,Bills,2019,under,42,0.38
Vikings,Eagles,2019,under,30,0.42
Steelers,Ravens,2019,under,21,0.51
Steelers,Lions,2019,under,37,0.48
Steelers,Chiefs,2019,under,42,0.46
Steelers,Bills,2019,under,41,0.51
Steelers,Eagles,2019,under,43,0.56
Steelers,Vikings,2019,under,39,0.58
Packers,Ravens,2019,under,15,0.38
Packers,Lions,2019,under,37,0.31
Packers,Chiefs,2019,under,45,0.38
Packers,Bills,2019,under,35,0.52
Packers,Eagles,2019,under,37,0.53
Packers,Vikings,2019,under,34,0.54
Packers,Steelers,2019,under,40,0.58
Texans,Ravens,2019,under,39,0.59
Texans,Lions,2019,under,41,0.38
Texans,Chiefs,2019,under,24,0.51
Texans,Bills,2019,under,31,0.45
Texans,Eagles,2019,under,43,0.35
Texans,Vikings,2019,under,31,0.56
Texans,Steelers,2019,under,45,0.59
Texans,Packers,2019,under,42,0.45
Commanders,Ravens,2019,under,28,0.34
Commanders,Lions,2019,under,27,0.52
Commanders,Chiefs,2019,under,31,0.41
Commanders,Bills,2019,under,42,0.48
Commanders,Eagles,2019,under,46,0.42
Commanders,Vikings,2019,under,47,0.45
Commanders,Steelers,2019,under,44,0.37
Commanders,Packers,2019,under,38,0.44
Commanders,Texans,2019,under,45,0.47
Texans,Eagles,2020,under,36,0.33
Steelers,Eagles,2020,under,32,0.49
Steelers,Bills,2020,under,30,0.34
Steelers,Chiefs,2020,under,35,0.51
Steelers,Lions,2020,under,34,0.43
Steelers,Ravens,2020,under,18,0.39
Vikings,Eagles,2020,under,41,0.55
Vikings,Bills,2020,under,35,0.44
Vikings,Chiefs,2020,under,22,0.4
Vikings,Lions,2020,under,34,0.33
Vikings,Ravens,2020,under,44,0.4
Eagles,Bills,2020,under,37,0.33
Eagles,Chiefs,2020,under,7,0.77
Eagles,Lions,2020,under,14,0.57
Eagles,Ravens,2020,under,9,0.54
Chiefs,Ravens,2020,under,32,0.57
Chiefs,Lions,2020,under,46,0.52
Bills,Ravens,2020,under,35,0.59
Bills,Lions,2020,under,37,0.56
Bills,Chiefs,2020,under,28,0.4
Eagles,Ravens,2020,under,12,0.45
Eagles,Lions,2020,under,37,0.53
Eagles,Chiefs,2020,under,17,0.36
Eagles,Bills,2020,under,17,0.45
Vikings,Ravens,2020,under,24,0.31
Vikings,Lions,2020,under,22,0.32
Vikings,Chiefs,2020,under,36,0.5
Vikings,Bills,2020,under,35,0.33
Vikings,Eagles,2020,under,40,0.37
Steelers,Ravens,2020,under,39,0.43
Steelers,Lions,2020,under,32,0.49
Steelers,Chiefs,2020,under,22,0.34
Steelers,Bills,2020,under,38,0.36
Steelers,Eagles,2020,under,32,0.32
Bills,Chiefs,2020,under,29,0.39
Bills,Lions,2020,under,16,0.59
Bills,Ravens,2020,under,34,0.56
Chiefs,Lions,2020,under,40,0.45
Chiefs,Ravens,2020,under,33,0.45
Lions,Ravens,2020,under,3,0.64
Texans,Bills,2020,under,39,0.57
Texans,Chiefs,2020,under,39,0.45
Texans,Lions,2020,under,39,0.39
Texans,Ravens,2020,under,28,0.42
Packers,Steelers,2020,under,40,0.34
Packers,Vikings,2020,under,48,0.4
Packers,Eagles,2020,under,43,0.6
Commanders,Texans,2020,under,44,0.55
Commanders,Packers,2020,under,47,0.45
Commanders,Steelers,2020,under,43,0.59
Commanders,Vikings,2020,under,43,0.5
Commanders,Eagles,2020,under,28,0.35
Commanders,Bills,2020,under,49,0.54
Commanders,Chiefs,2020,under,27,0.32
Commanders,Lions,2020,under,44,0.58
Commanders,Ravens,2020,under,24,0.55
Texans,Packers,2020,under,43,0.37
Texans,Steelers,2020,under,44,0.55
Texans,Vikings,2020,under,39,0.58
Texans,Eagles,2020,under,34,0.47
Texans,Bills,2020,under,34,0.4
Texans,Chiefs,2020,under,22,0.54
Texans,Lions,2020,under,39,0.45
Texans,Ravens,2020,under,34,0.38
Packers,Steelers,2020,under,43,0.36
Packers,Vikings,2020,under,42,0.57
Packers,Eagles,2020,under,42,0.33
Packers,Bills,2020,under,36,0.5
Packers,Chiefs,2020,under,34,0.44
Packers,Lions,2020,under,17,0.31
Packers,Ravens,2020,under,18,0.32
Steelers,Vikings,2020,under,30,0.44
Commanders,Texans,2020,under,48,0.46
Lions,Ravens,2020,under,33,0.37
Chiefs,Ravens,2020,under,18,0.36
Chiefs,Lions,2020,under,38,0.6
Bills,Ravens,2020,under,9,0.68
Bills,Lions,2020,under,22,0.52
Bills,Chiefs,2020,under,20,0.42
Eagles,Ravens,2020,under,30,0.38
Eagles,Lions,2020,under,43,0.31
Eagles,Chiefs,2020,under,28,0.58
Eagles,Bills,2020,under,42,0.49
Vikings,Ravens,2020,under,31,0.56
Vikings,Lions,2020,under,35,0.33
Vikings,Chiefs,2020,under,49,0.52
Vikings,Bills,2020,under,27,0.34
Vikings,Eagles,2020,under,39,0.35
Steelers,Ravens,2020,under,44,0.35
Steelers,Lions,2020,under,22,0.49
Steelers,Chiefs,2020,under,41,0.48
Steelers,Bills,2020,under,13,0.54
Steelers,Eagles,2020,under,47,0.5
Steelers,Vikings,2020,under,38,0.54
Packers,Ravens,2020,under,23,0.58
Packers,Lions,2020,under,29,0.31
Packers,Chiefs,2020,under,32,0.3
Packers,Bills,2020,under,42,0.33
Packers,Eagles,2020,under,23,0.35
Packers,Vikings,2020,under,39,0.35
Packers,Steelers,2020,under,43,0.45
Texans,Ravens,2020,under,50,0.3
Texans,Lions,2020,under,44,0.52
Texans,Chiefs,2020,under,30,0.53
Texans,Bills,2020,under,39,0.45
Texans,Eagles,2020,under,40,0.35
Texans,Vikings,2020,under,48,0.35
Texans,Steelers,2020,under,43,0.59
Texans,Packers,2020,under,38,0.45
Commanders,Ravens,2020,under,31,0.52
Commanders,Lions,2020,under,31,0.54
Commanders,Chiefs,2020,under,45,0.58
Commanders,Bills,2020,under,46,0.48
Commanders,Eagles,2020,under,45,0.54
Commanders,Vikings,2020,under,40,0.34
Commanders,Steelers,2020,under,39,0.53
Commanders,Packers,2020,under,48,0.33
Commanders,Texans,2020,under,44,0.31
Commanders,Packers,2020,under,46,0.49
Commanders,Steelers,2020,under,46,0.43
Commanders,Vikings,2020,under,43,0.52
Commanders,Eagles,2020,under,43,0.55
Commanders,Bills,2020,under,30,0.59
Commanders,Chiefs,2020,under,45,0.59
Commanders,Lions,2020,under,47,0.34
Commanders,Ravens,2020,under,41,0.39
Texans,Packers,2020,under,34,0.34
Texans,Steelers,2020,under,43,0.42
Texans,Vikings,2020,under,43,0.39
Texans,Eagles,2020,under,50,0.43
Texans,Bills,2020,under,44,0.56
Texans,Chiefs,2020,under,20,0.36
Texans,Lions,2020,under,42,0.41
Texans,Ravens,2020,under,24,0.56
Packers,Steelers,2020,under,45,0.4
Packers,Vikings,2020,under,34,0.33
Packers,Eagles,2020,under,46,0.45
Packers,Bills,2020,under,42,0.42
Packers,Chiefs,2020,under,32,0.6
Packers,Lions,2020,under,35,0.31
Packers,Ravens,2020,under,33,0.38
Steelers,Vikings,2020,under,34,0.43
Steelers,Eagles,2020,under,21,0.45
Steelers,Bills,2020,under,25,0.32
Steelers,Chiefs,2020,under,35,0.59
Steelers,Lions,2020,under,34,0.44
Steelers,Ravens,2020,under,18,0.43
Vikings,Eagles,2020,under,42,0.35
Vikings,Bills,2020,under,40,0.59
Vikings,Chiefs,2020,under,29,0.57
Vikings,Lions,2020,under,15,0.6
Vikings,Ravens,2020,under,15,0.37
Eagles,Bills,2020,under,45,0.44
Eagles,Chiefs,2020,under,36,0.35
Eagles,Lions,2020,under,21,0.31
Eagles,Ravens,2020,under,24,0.51
Bills,Chiefs,2020,under,29,0.36
Bills,Lions,2020,under,17,0.55
Bills,Ravens,2020,under,24,0.35
Chiefs,Lions,2020,under,9,0.73
Chiefs,Ravens,2020,under,36,0.34
Lions,Ravens,2020,under,30,0.41
Packers,Bills,2020,under,32,0.5
Lions,Ravens,2020,under,36,0.45
Packers,Chiefs,2020,under,37,0.57
Packers,Lions,2020,under,20,0.48
Packers,Ravens,2020,under,29,0.46
Steelers,Vikings,2020,under,36,0.59
Commanders,Texans,2020,under,44,0.51
Commanders,Packers,2020,under,39,0.45
Commanders,Steelers,2020,under,43,0.39
Commanders,Vikings,2020,under,37,0.59
Commanders,Eagles,2020,under,49,0.49
Commanders,Bills,2020,under,45,0.57
Commanders,Chiefs,2020,under,43,0.47
Commanders,Lions,2020,under,21,0.6
Commanders,Ravens,2020,under,23,0.43
Texans,Packers,2020,under,42,0.5
Texans,Steelers,2020,under,48,0.52
Texans,Vikings,2020,under,41,0.37
Texans,Eagles,2020,under,43,0.56
Texans,Bills,2020,under,27,0.6
Texans,Chiefs,2020,under,42,0.33
Texans,Lions,2020,under,25,0.39
Texans,Ravens,2020,under,35,0.55
Packers,Steelers,2020,under,44,0.51
Packers,Vikings,2020,under,46,0.31
Packers,Eagles,2020,under,22,0.52
Packers,Bills,2020,under,41,0.57
Packers,Chiefs,2020,under,40,0.33
Packers,Lions,2020,under,37,0.55
Packers,Ravens,2020,under,33,0.35
Steelers,Vikings,2020,under,41,0.37
Steelers,Eagles,2020,under,45,0.36
Steelers,Bills,2020,under,38,0.39
Steelers,Chiefs,2020,under,25,0.5
Steelers,Lions,2020,under,36,0.58
Steelers,Ravens,2020,under,36,0.44
Vikings,Eagles,2020,under,35,0.48
Vikings,Bills,2020,under,31,0.37
Vikings,Chiefs,2020,under,42,0.51
Vikings,Lions,2020,under,40,0.36
Vikings,Ravens,2020,under,34,0.54
Eagles,Bills,2020,under,23,0.33
Eagles,Chiefs,2020,under,39,0.38
Eagles,Lions,2020,under,42,0.46
Eagles,Ravens,2020,under,13,0.39
Bills,Chiefs,2020,under,19,0.49
Bills,Lions,2020,over,3,0.61
Bills,Ravens,2020,under,29,0.37
Chiefs,Lions,2020,over,1,0.65
Chiefs,Ravens,2020,under,44,0.42
Lions,Ravens,2020,under,7,0.68
Commanders,Texans,2020,under,50,0.38
Commanders,Packers,2020,under,40,0.55
Commanders,Steelers,2020,under,46,0.42
Commanders,Vikings,2020,under,45,0.42
Commanders,Eagles,2020,under,37,0.32
Commanders,Bills,2020,under,46,0.41
Commanders,Chiefs,2020,under,41,0.41
Commanders,Lions,2020,under,40,0.43
Commanders,Ravens,2020,under,19,0.46
Texans,Packers,2020,under,48,0.56
Texans,Steelers,2020,under,42,0.4
Texans,Vikings,2020,under,45,0.38
Vikings,Ravens,2021,under,33,0.35
Commanders,Texans,2021,under,49,0.38
Commanders,Packers,2021,under,46,0.45
Commanders,Steelers,2021,under,47,0.46
Commanders,Vikings,2021,under,39,0.48
Commanders,Eagles,2021,under,36,0.35
Commanders,Bills,2021,under,27,0.57
Commanders,Chiefs,2021,under,39,0.31
Commanders,Lions,2021,under,28,0.54
Commanders,Ravens,2021,under,31,0.51
Texans,Packers,2021,under,45,0.34
Texans,Steelers,2021,under,38,0.38
Texans,Vikings,2021,under,48,0.37
Texans,Eagles,2021,under,31,0.48
Texans,Bills,2021,under,41,0.39
Texans,Chiefs,2021,under,35,0.54
Texans,Lions,2021,under,38,0.52
Texans,Ravens,2021,under,23,0.55
Packers,Steelers,2021,under,40,0.32
Packers,Vikings,2021,under,45,0.38
Packers,Eagles,2021,under,45,0.49
Packers,Bills,2021,under,29,0.32
Packers,Chiefs,2021,under,23,0.36
Packers,Lions,2021,under,27,0.49
Packers,Ravens,2021,under,37,0.47
Steelers,Vikings,2021,under,50,0.44
Steelers,Eagles,2021,under,33,0.48
Steelers,Bills,2021,under,38,0.34
Steelers,Chiefs,2021,under,45,0.38
Steelers,Lions,2021,under,32,0.44
Steelers,Ravens,2021,under,30,0.39
Vikings,Eagles,2021,under,40,0.48
Vikings,Bills,2021,under,47,0.33
Vikings,Chiefs,2021,under,40,0.5
Vikings,Lions,2021,under,40,0.42
Vikings,Ravens,2021,under,27,0.54
Eagles,Bills,2021,under,31,0.39
Eagles,Chiefs,2021,under,32,0.48
Eagles,Lions,2021,under,38,0.44
Eagles,Ravens,2021,under,43,0.4
Bills,Chiefs,2021,under,13,0.47
Bills,Lions,2021,under,12,0.49
Bills,Ravens,2021,under,24,0.32
Chiefs,Lions,2021,under,27,0.39
Chiefs,Ravens,2021,under,33,0.4
Lions,Ravens,2021,under,28,0.36
Commanders,Chiefs,2021,under,44,0.51
Commanders,Lions,2021,under,46,0.35
Commanders,Ravens,2021,under,35,0.31
Texans,Packers,2021,under,33,0.33
Texans,Steelers,2021,under,39,0.35
Texans,Vikings,2021,under,38,0.54
Texans,Eagles,2021,under,42,0.41
Texans,Bills,2021,under,42,0.51
Texans,Chiefs,2021,under,39,0.48
Texans,Lions,2021,under,43,0.51
Texans,Ravens,2021,under,42,0.46
Packers,Steelers,2021,under,46,0.53
Packers,Vikings,2021,under,31,0.58
Packers,Eagles,2021,under,46,0.59
Packers,Bills,2021,under,38,0.57
Packers,Chiefs,2021,under,11,0.49
Packers,Lions,2021,under,18,0.37
Packers,Ravens,2021,under,47,0.39
Steelers,Vikings,2021,under,31,0.47
Steelers,Eagles,2021,under,42,0.4
Steelers,Bills,2021,under,24,0.56
Steelers,Chiefs,2021,under,30,0.54
Steelers,Lions,2021,under,33,0.57
Steelers,Vikings,2021,under,45,0.37
Packers,Ravens,2021,under,40,0.53
Packers,Lions,2021,under,28,0.37
Packers,Chiefs,2021,under,33,0.55
Packers,Bills,2021,under,31,0.3
Packers,Eagles,2021,under,27,0.34
Packers,Vikings,2021,under,34,0.32
Packers,Steelers,2021,under,45,0.35
Texans,Ravens,2021,under,33,0.58
Texans,Lions,2021,under,44,0.39
Texans,Chiefs,2021,under,33,0.5
Texans,Bills,2021,under,41,0.46
Texans,Eagles,2021,under,38,0.45
Texans,Vikings,2021,under,44,0.54
Lions,Ravens,2021,under,32,0.58
Chiefs,Ravens,2021,under,25,0.54
Chiefs,Lions,2021,under,45,0.51
Bills,Ravens,2021,under,14,0.38
Bills,Lions,2021,under,13,0.43
Bills,Chiefs,2021,under,27,0.54
Eagles,Ravens,2021,under,13,0.46
Eagles,Lions,2021,under,40,0.4
Eagles,Chiefs,2021,under,34,0.52
Eagles,Bills,2021,under,19,0.45
Vikings,Ravens,2021,under,44,0.53
Vikings,Lions,2021,under,28,0.5
Vikings,Chiefs,2021,under,34,0.53
Vikings,Bills,2021,under,27,0.43
Vikings,Eagles,2021,under,44,0.31
Steelers,Ravens,2021,under,39,0.54
Steelers,Lions,2021,under,21,0.47
Steelers,Chiefs,2021,under,28,0.57
Steelers,Bills,2021,under,32,0.49
Steelers,Eagles,2021,under,36,0.46
Texans,Steelers,2021,under,48,0.58
Texans,Packers,2021,under,44,0.41
Commanders,Ravens,2021,under,49,0.45
Commanders,Lions,2021,under,46,0.38
Commanders,Chiefs,2021,under,24,0.43
Commanders,Bills,2021,under,41,0.35
Commanders,Eagles,2021,under,32,0.4
Commanders,Vikings,2021,under,37,0.49
Commanders,Steelers,2021,under,45,0.52
Commanders,Packers,2021,under,44,0.35
Commanders,Texans,2021,under,45,0.51
Lions,Ravens,2021,under,26,0.45
Chiefs,Ravens,2021,under,26,0.51
Chiefs,Lions,2021,under,26,0.53
Bills,Ravens,2021,under,18,0.32
Bills,Lions,2021,under,8,0.52
Bills,Chiefs,2021,under,29,0.58
Eagles,Ravens,2021,under,2,0.67
Eagles,Lions,2021,under,34,0.46
Eagles,Chiefs,2021,under,18,0.48
Eagles,Bills,2021,under,44,0.51
Vikings,Ravens,2021,under,31,0.59
Vikings,Lions,2021,under,22,0.37
Vikings,Chiefs,2021,under,33,0.37
Vikings,Bills,2021,under,40,0.44
Vikings,Eagles,2021,under,20,0.45
Steelers,Ravens,2021,under,42,0.52
Steelers,Lions,2021,under,48,0.46
Steelers,Chiefs,2021,under,30,0.45
Steelers,Bills,2021,under,44,0.57
Steelers,Eagles,2021,under,36,0.37
Steelers,Vikings,2021,under,30,0.52
Packers,Ravens,2021,under,47,0.58
Packers,Lions,2021,under,41,0.37
Packers,Chiefs,2021,under,47,0.5
Packers,Bills,2021,under,47,0.35
Lions,Ravens,2021,over,2,0.63
Chiefs,Ravens,2021,under,18,0.37
Chiefs,Lions,2021,under,14,0.58
Bills,Ravens,2021,under,42,0.34
Bills,Lions,2021,under,39,0.42
Bills,Chiefs,2021,under,23,0.33
Eagles,Ravens,2021,under,47,0.47
Eagles,Lions,2021,under,39,0.48
Eagles,Chiefs,2021,under,28,0.42
Eagles,Bills,2021,under,29,0.41
Packers,Eagles,2021,under,40,0.54
Packers,Vikings,2021,under,29,0.44
Packers,Steelers,2021,under,45,0.53
Texans,Ravens,2021,under,42,0.43
Texans,Lions,2021,under,31,0.6
Texans,Chiefs,2021,under,47,0.41
Texans,Bills,2021,under,34,0.36
Texans,Eagles,2021,under,40,0.3
Texans,Vikings,2021,under,42,0.39
Texans,Steelers,2021,under,45,0.51
Texans,Packers,2021,under,45,0.44
Commanders,Ravens,2021,under,43,0.59
Commanders,Lions,2021,under,40,0.42
Commanders,Chiefs,2021,under,37,0.36
Commanders,Bills,2021,under,30,0.51
Commanders,Eagles,2021,under,43,0.46
Commanders,Vikings,2021,under,32,0.41
Commanders,Steelers,2021,under,43,0.33
Commanders,Packers,2021,under,38,0.34
Commanders,Texans,2021,under,41,0.54
Lions,Ravens,2021,under,33,0.52
Chiefs,Ravens,2021,under,25,0.5
Chiefs,Lions,2021,under,21,0.55
Bills,Ravens,2021,under,32,0.31
Vikings,Lions,2021,under,46,0.33
Vikings,Chiefs,2021,under,23,0.34
Vikings,Bills,2021,under,23,0.49
Vikings,Eagles,2021,under,35,0.5
Steelers,Ravens,2021,under,40,0.5
Bills,Lions,2021,under,35,0.58
Bills,Chiefs,2021,under,20,0.57
Eagles,Ravens,2021,under,11,0.4
Eagles,Lions,2021,under,35,0.46
Eagles,Chiefs,2021,under,23,0.36
Eagles,Bills,2021,under,38,0.38
Vikings,Ravens,2021,under,30,0.46
Vikings,Lions,2021,under,38,0.47
Vikings,Chiefs,2021,under,21,0.53
Vikings,Bills,2021,under,26,0.45
Vikings,Eagles,2021,under,40,0.31
Steelers,Ravens,2021,under,39,0.55
Steelers,Lions,2021,under,26,0.5
Steelers,Chiefs,2021,under,41,0.36
Steelers,Bills,2021,under,34,0.51
Steelers,Eagles,2021,under,38,0.46
Steelers,Vikings,2021,under,43,0.36
Packers,Ravens,2021,under,29,0.5
Packers,Lions,2021,under,25,0.49
Packers,Chiefs,2021,under,36,0.45
Packers,Bills,2021,under,31,0.56
Packers,Eagles,2021,under,41,0.59
Packers,Vikings,2021,under,29,0.31
Packers,Steelers,2021,under,44,0.36
Texans,Ravens,2021,under,47,0.56
Texans,Lions,2021,under,17,0.31
Texans,Chiefs,2021,under,34,0.54
Texans,Bills,2021,under,29,0.38
Texans,Eagles,2021,under,29,0.47
Texans,Vikings,2021,under,44,0.37
Texans,Steelers,2021,under,43,0.48
Texans,Packers,2021,under,47,0.55
Commanders,Ravens,2021,under,49,0.58
Commanders,Lions,2021,under,48,0.34
Commanders,Chiefs,2021,under,37,0.52
Commanders,Bills,2021,under,41,0.48
Commanders,Eagles,2021,under,42,0.35
Commanders,Vikings,2021,under,35,0.48
Commanders,Steelers,2021,under,50,0.48
Commanders,Packers,2021,under,45,0.51
Commanders,Texans,2021,under,50,0.45
Commanders,Texans,2021,under,47,0.42
Commanders,Packers,2021,under,47,0.34
Commanders,Steelers,2021,under,49,0.47
Commanders,Vikings,2021,under,50,0.36
Commanders,Eagles,2021,under,46,0.39
Commanders,Bills,2021,under,40,0.37
Texans,Packers,2022,under,45,0.53
Texans,Steelers,2022,under,48,0.41
Texans,Vikings,2022,under,37,0.5
Texans,Eagles,2022,under,31,0.43
Texans,Bills,2022,under,43,0.54
Texans,Chiefs,2022,under,43,0.33
Texans,Lions,2022,under,24,0.32
Texans,Ravens,2022,under,27,0.58
Packers,Steelers,2022,under,44,0.39
Packers,Vikings,2022,under,39,0.33
Packers,Eagles,2022,under,47,0.37
Packers,Bills,2022,under,45,0.43
Packers,Chiefs,2022,under,43,0.44
Packers,Lions,2022,under,29,0.54
Packers,Ravens,2022,under,20,0.46
Steelers,Vikings,2022,under,30,0.55
Steelers,Eagles,2022,under,31,0.54
Steelers,Bills,2022,under,45,0.33
Steelers,Chiefs,2022,under,40,0.43
Steelers,Lions,2022,under,31,0.57
Steelers,Ravens,2022,under,15,0.55
Vikings,Eagles,2022,under,39,0.58
Vikings,Bills,2022,under,22,0.58
Vikings,Chiefs,2022,under,47,0.55
Vikings,Lions,2022,under,38,0.59
Vikings,Ravens,2022,under,40,0.55
Eagles,Bills,2022,under,25,0.53
Eagles,Chiefs,2022,under,43,0.57
Eagles,Lions,2022,under,23,0.59
Eagles,Ravens,2022,under,32,0.53
Bills,Chiefs,2022,under,12,0.42
Bills,Lions,2022,under,18,0.51
Bills,Ravens,2022,under,38,0.4
Chiefs,Lions,2022,under,45,0.52
Chiefs,Ravens,2022,under,2,0.51
Lions,Ravens,2022,under,25,0.57
Commanders,Texans,2022,under,48,0.56
